order_id,source_folio,is_synthetic,source_created_at,source_updated_at,promised_lead_hours,registration_hour,registration_weekday,item_count,total_quantity,distinct_study_count,package_component_count,subtotal_amount,courtesy_percent,discount_amount,total_amount,branch_name,dominant_price_type,outcome
1051,ECO-ML-000525,true,2025-11-06T09:20:51+00:00,2025-11-07T05:20:51+00:00,21.0,9.3333,4,1,1,1,0,768.5,0.0,0.0,768.5,sucursal sur,other,completed_on_time
1052,ECO-ML-000526,true,2025-11-06T13:55:01+00:00,2025-11-09T14:55:01+00:00,64.0,13.9167,4,6,6,6,0,3187.5,10.0,318.75,2868.75,matriz - centro,dif,delayed
1053,ECO-ML-000527,true,2025-11-06T18:29:11+00:00,2025-11-09T07:29:11+00:00,64.0,18.4833,4,5,5,5,0,3439.5,15.0,515.92,2923.58,matriz - centro,dif,completed_on_time
628,ECO-ML-000102,true,2025-11-06T19:42:00+00:00,2025-11-07T14:19:00+00:00,25.0,13.7,4,1,1,1,0,351.0,10.0,35.1,315.9,sucursal sur,special,completed_on_time
868,ECO-ML-000342,true,2025-11-06T19:42:00+00:00,2025-11-09T06:59:00+00:00,65.0,13.7,4,1,1,1,0,234.0,10.0,23.4,210.6,sucursal sur,special,completed_on_time
1054,ECO-ML-000528,true,2025-11-06T22:26:20+00:00,2025-11-09T09:26:20+00:00,63.0,22.4333,4,4,4,4,0,2028.5,20.0,405.7,1622.8,sucursal centro,special,completed_on_time
1055,ECO-ML-000529,true,2025-11-07T03:00:30+00:00,2025-11-08T23:00:30+00:00,32.0,3.0,5,5,6,4,0,2948.5,10.0,294.85,2653.65,sucursal sur,other,delayed
1056,ECO-ML-000530,true,2025-11-07T07:34:40+00:00,2025-11-08T19:34:40+00:00,42.0,7.5667,5,4,4,4,0,1820.0,15.0,273.0,1547.0,sucursal sur,other,completed_on_time
1057,ECO-ML-000531,true,2025-11-07T12:08:49+00:00,2025-11-07T17:08:49+00:00,6.0,12.1333,5,2,2,2,0,2032.5,5.0,101.62,1930.88,matriz,normal,completed_on_time
1058,ECO-ML-000532,true,2025-11-07T16:05:59+00:00,2025-11-10T03:05:59+00:00,44.0,16.0833,5,3,3,3,0,1501.0,0.0,0.0,1501.0,sucursal centro,special,delayed
1059,ECO-ML-000533,true,2025-11-07T20:40:09+00:00,2025-11-09T16:40:09+00:00,47.0,20.6667,5,2,2,2,0,817.5,0.0,0.0,817.5,sucursal centro,special,completed_on_time
765,ECO-ML-000239,true,2025-11-07T20:49:00+00:00,2025-11-07T22:49:00+00:00,37.0,14.816666666666666,5,6,6,6,0,2444.0,15.0,366.6,2077.4,sucursal norte,hospital,cancelled
1005,ECO-ML-000479,true,2025-11-07T20:49:00+00:00,2025-11-09T11:12:00+00:00,12.0,14.816666666666666,5,6,6,6,0,3690.0,15.0,553.5,3136.5,sucursal centro,hospital,delayed
1060,ECO-ML-000534,true,2025-11-08T01:14:18+00:00,2025-11-08T21:14:18+00:00,24.0,1.2333,6,2,2,2,0,1528.5,5.0,76.42,1452.08,sucursal norte,hospital,completed_on_time
1061,ECO-ML-000535,true,2025-11-08T05:11:28+00:00,2025-11-09T17:11:28+00:00,34.0,5.1833,6,6,6,6,0,4283.5,10.0,428.35,3855.15,matriz - centro,dif,cancelled
1062,ECO-ML-000536,true,2025-11-08T09:45:38+00:00,2025-11-12T09:45:38+00:00,77.0,9.75,6,6,6,6,0,3518.5,10.0,351.85,3166.65,matriz - centro,dif,delayed
1063,ECO-ML-000537,true,2025-11-08T14:19:47+00:00,2025-11-09T06:19:47+00:00,17.0,14.3167,6,1,1,1,0,420.0,5.0,21.0,399.0,matriz - centro,dif,completed_on_time
1064,ECO-ML-000538,true,2025-11-08T18:16:57+00:00,2025-11-11T03:16:57+00:00,59.0,18.2667,6,1,1,1,0,789.0,10.0,78.9,710.1,sucursal centro,special,completed_on_time
662,ECO-ML-000136,true,2025-11-08T21:56:00+00:00,2025-11-08T23:56:00+00:00,9.0,15.933333333333332,6,5,5,5,0,2647.5,0.0,0.0,2647.5,sucursal centro,dif,cancelled
902,ECO-ML-000376,true,2025-11-08T21:56:00+00:00,2025-11-10T22:45:00+00:00,49.0,15.933333333333332,6,5,5,5,0,3573.5,0.0,0.0,3573.5,matriz - centro,dif,completed_on_time
1065,ECO-ML-000539,true,2025-11-08T22:51:06+00:00,2025-11-11T06:51:06+00:00,52.0,22.85,6,5,5,5,0,3659.5,10.0,365.95,3293.55,sucursal sur,other,delayed
1066,ECO-ML-000540,true,2025-11-09T03:25:16+00:00,2025-11-11T23:25:16+00:00,72.0,3.4167,0,5,5,5,0,3104.0,10.0,310.4,2793.6,sucursal sur,other,completed_on_time
1067,ECO-ML-000541,true,2025-11-09T07:59:26+00:00,2025-11-11T05:59:26+00:00,51.0,7.9833,0,3,3,3,0,1993.5,0.0,0.0,1993.5,matriz,normal,completed_on_time
1068,ECO-ML-000542,true,2025-11-09T11:56:35+00:00,2025-11-10T21:56:35+00:00,27.0,11.9333,0,4,4,4,0,2209.5,10.0,220.95,1988.55,sucursal centro,special,delayed
1069,ECO-ML-000543,true,2025-11-09T16:30:45+00:00,2025-11-11T19:30:45+00:00,52.0,16.5,0,3,3,3,0,2388.5,15.0,358.27,2030.23,sucursal centro,special,completed_on_time
1070,ECO-ML-000544,true,2025-11-09T21:04:55+00:00,2025-11-11T00:04:55+00:00,29.0,21.0667,0,3,3,3,0,2100.0,20.0,420.0,1680.0,sucursal norte,hospital,completed_on_time
559,ECO-ML-000033,true,2025-11-09T22:03:00+00:00,2025-11-11T19:19:00+00:00,46.0,16.05,0,4,4,4,0,3037.0,5.0,151.85,2885.15,matriz - centro,dif,completed_on_time
799,ECO-ML-000273,true,2025-11-09T22:03:00+00:00,2025-11-10T18:59:00+00:00,21.0,16.05,0,4,4,4,0,2659.0,5.0,132.95,2526.05,matriz,dif,completed_on_time
1071,ECO-ML-000545,true,2025-11-10T01:02:04+00:00,2025-11-11T23:02:04+00:00,12.0,1.0333,1,6,7,5,0,3475.5,10.0,347.55,3127.95,matriz - centro,dif,cancelled
1072,ECO-ML-000546,true,2025-11-10T05:36:14+00:00,2025-11-11T21:36:14+00:00,29.0,5.6,1,6,6,6,0,2632.0,15.0,394.8,2237.2,matriz - centro,dif,delayed
1073,ECO-ML-000547,true,2025-11-10T10:10:24+00:00,2025-11-11T03:10:24+00:00,22.0,10.1667,1,2,2,2,0,815.0,20.0,163.0,652.0,matriz - centro,dif,completed_on_time
1074,ECO-ML-000548,true,2025-11-10T14:44:33+00:00,2025-11-13T00:44:33+00:00,64.0,14.7333,1,2,2,2,0,1568.0,20.0,313.6,1254.4,sucursal centro,special,completed_on_time
1075,ECO-ML-000549,true,2025-11-10T18:41:43+00:00,2025-11-14T08:41:43+00:00,72.0,18.6833,1,6,7,5,0,3060.5,10.0,306.05,2754.45,sucursal sur,other,delayed
696,ECO-ML-000170,true,2025-11-10T23:10:00+00:00,2025-11-13T07:32:00+00:00,58.0,17.166666666666664,1,3,3,3,0,1983.5,10.0,198.35,1785.15,sucursal sur,dif,completed_on_time
936,ECO-ML-000410,true,2025-11-10T23:10:00+00:00,2025-11-12T12:31:00+00:00,33.0,17.166666666666664,1,3,3,3,0,1478.5,10.0,147.85,1330.65,sucursal sur,dif,delayed
1076,ECO-ML-000550,true,2025-11-10T23:15:53+00:00,2025-11-12T13:15:53+00:00,40.0,23.25,1,1,1,1,0,830.0,0.0,0.0,830.0,sucursal sur,other,completed_on_time
1077,ECO-ML-000551,true,2025-11-11T03:50:02+00:00,2025-11-11T07:50:02+00:00,7.0,3.8333,2,1,1,1,0,765.0,5.0,38.25,726.75,matriz,normal,completed_on_time
1078,ECO-ML-000552,true,2025-11-11T07:47:12+00:00,2025-11-13T16:47:12+00:00,40.0,7.7833,2,5,5,5,0,2220.5,10.0,222.05,1998.45,sucursal centro,special,delayed
1079,ECO-ML-000553,true,2025-11-11T12:21:21+00:00,2025-11-13T16:21:21+00:00,57.0,12.35,2,4,4,4,0,2916.5,10.0,291.65,2624.85,sucursal centro,special,completed_on_time
1080,ECO-ML-000554,true,2025-11-11T16:55:31+00:00,2025-11-11T23:55:31+00:00,52.0,16.9167,2,6,6,6,0,2333.0,15.0,349.95,1983.05,matriz,normal,cancelled
1081,ECO-ML-000555,true,2025-11-11T20:52:41+00:00,2025-11-14T20:52:41+00:00,73.0,20.8667,2,3,3,3,0,1680.0,5.0,84.0,1596.0,sucursal sur,other,completed_on_time
593,ECO-ML-000067,true,2025-11-12T00:17:00+00:00,2025-11-13T03:05:00+00:00,30.0,18.28333333333333,2,2,2,2,0,1727.5,15.0,259.13,1468.37,sucursal sur,hospital,completed_on_time
833,ECO-ML-000307,true,2025-11-12T00:17:00+00:00,2025-11-14T19:45:00+00:00,70.0,18.28333333333333,2,2,2,2,0,1522.0,15.0,228.3,1293.7,sucursal sur,hospital,completed_on_time
1082,ECO-ML-000556,true,2025-11-12T01:26:50+00:00,2025-11-13T05:26:50+00:00,25.0,1.4333,3,1,1,1,0,402.0,5.0,20.1,381.9,matriz - centro,dif,delayed
1083,ECO-ML-000557,true,2025-11-12T06:01:00+00:00,2025-11-13T21:01:00+00:00,42.0,6.0167,3,3,3,3,0,1406.0,0.0,0.0,1406.0,matriz - centro,dif,completed_on_time
1084,ECO-ML-000558,true,2025-11-12T10:35:10+00:00,2025-11-13T23:35:10+00:00,41.0,10.5833,3,2,2,2,0,797.0,5.0,39.85,757.15,sucursal centro,special,completed_on_time
730,ECO-ML-000204,true,2025-11-12T13:24:00+00:00,2025-11-14T03:18:00+00:00,42.0,7.4,3,1,1,1,0,862.5,0.0,0.0,862.5,sucursal norte,hospital,completed_on_time
970,ECO-ML-000444,true,2025-11-12T13:24:00+00:00,2025-11-13T02:58:00+00:00,17.0,7.4,3,1,1,1,0,678.5,0.0,0.0,678.5,sucursal centro,hospital,completed_on_time
1085,ECO-ML-000559,true,2025-11-12T14:32:19+00:00,2025-11-14T17:32:19+00:00,45.0,14.5333,3,5,5,5,0,2772.5,10.0,277.25,2495.25,sucursal sur,other,delayed
1086,ECO-ML-000560,true,2025-11-12T19:06:29+00:00,2025-11-13T09:06:29+00:00,20.0,19.1,3,2,2,2,0,503.0,15.0,75.45,427.55,sucursal sur,other,completed_on_time
1087,ECO-ML-000561,true,2025-11-12T23:40:39+00:00,2025-11-14T23:40:39+00:00,49.0,23.6667,3,1,1,1,0,826.0,5.0,41.3,784.7,matriz,normal,completed_on_time
1088,ECO-ML-000562,true,2025-11-13T03:37:48+00:00,2025-11-14T20:37:48+00:00,32.0,3.6167,4,3,3,3,0,1343.0,15.0,201.45,1141.55,sucursal centro,special,delayed
1089,ECO-ML-000563,true,2025-11-13T08:11:58+00:00,2025-11-15T19:11:58+00:00,62.0,8.1833,4,5,5,5,0,2334.0,5.0,116.7,2217.3,sucursal centro,special,completed_on_time
1090,ECO-ML-000564,true,2025-11-13T12:46:08+00:00,2025-11-14T05:46:08+00:00,21.0,12.7667,4,6,6,6,0,3474.0,15.0,521.1,2952.9,matriz,normal,cancelled
627,ECO-ML-000101,true,2025-11-13T14:31:00+00:00,2025-11-14T11:51:00+00:00,14.0,8.516666666666666,4,6,6,6,0,3128.5,5.0,156.43,2972.07,sucursal centro,other,delayed
867,ECO-ML-000341,true,2025-11-13T14:31:00+00:00,2025-11-16T04:31:00+00:00,54.0,8.516666666666666,4,6,6,6,0,3232.5,5.0,161.63,3070.87,matriz - centro,other,delayed
1091,ECO-ML-000565,true,2025-11-13T16:43:17+00:00,2025-11-14T00:43:17+00:00,13.0,16.7167,4,4,4,4,0,2339.0,0.0,0.0,2339.0,sucursal sur,other,completed_on_time
1092,ECO-ML-000566,true,2025-11-13T21:17:27+00:00,2025-11-17T13:17:27+00:00,75.0,21.2833,4,6,6,6,0,3193.0,10.0,319.3,2873.7,matriz - centro,dif,delayed
1093,ECO-ML-000567,true,2025-11-14T01:51:36+00:00,2025-11-15T23:51:36+00:00,47.0,1.85,5,4,4,4,0,2639.0,10.0,263.9,2375.1,matriz - centro,dif,completed_on_time
1094,ECO-ML-000568,true,2025-11-14T06:25:46+00:00,2025-11-16T02:25:46+00:00,46.0,6.4167,5,3,3,3,0,1656.0,20.0,331.2,1324.8,sucursal centro,special,completed_on_time
1095,ECO-ML-000569,true,2025-11-14T10:22:56+00:00,2025-11-17T07:22:56+00:00,53.0,10.3667,5,6,7,5,0,3584.0,5.0,179.2,3404.8,sucursal sur,other,delayed
1096,ECO-ML-000570,true,2025-11-14T14:57:05+00:00,2025-11-17T00:57:05+00:00,62.0,14.95,5,2,2,2,0,1374.0,15.0,206.1,1167.9,sucursal sur,other,completed_on_time
764,ECO-ML-000238,true,2025-11-14T15:38:00+00:00,2025-11-16T18:04:00+00:00,26.0,9.633333333333333,5,5,5,5,0,2858.5,10.0,285.85,2572.65,matriz,dif,delayed
1004,ECO-ML-000478,true,2025-11-14T15:38:00+00:00,2025-11-17T03:44:00+00:00,66.0,9.633333333333333,5,5,5,5,0,3259.5,10.0,325.95,2933.55,sucursal sur,dif,completed_on_time
1097,ECO-ML-000571,true,2025-11-14T19:31:15+00:00,2025-11-15T19:31:15+00:00,29.0,19.5167,5,1,1,1,0,1079.0,20.0,215.8,863.2,matriz,normal,completed_on_time
1098,ECO-ML-000572,true,2025-11-14T23:28:25+00:00,2025-11-16T15:28:25+00:00,21.0,23.4667,5,5,5,5,0,2589.0,5.0,129.45,2459.55,sucursal centro,special,delayed
1099,ECO-ML-000573,true,2025-11-15T04:02:34+00:00,2025-11-16T09:02:34+00:00,30.0,4.0333,6,1,1,1,0,468.0,0.0,0.0,468.0,sucursal centro,special,completed_on_time
1100,ECO-ML-000574,true,2025-11-15T08:36:44+00:00,2025-11-16T11:36:44+00:00,62.0,8.6,6,6,6,6,1,3872.0,20.0,774.4,3097.6,matriz,normal,cancelled
1101,ECO-ML-000575,true,2025-11-15T12:33:54+00:00,2025-11-18T11:33:54+00:00,74.0,12.55,6,1,1,1,0,75.0,5.0,3.75,71.25,sucursal sur,other,completed_on_time
661,ECO-ML-000135,true,2025-11-15T16:45:00+00:00,2025-11-18T01:18:00+00:00,63.0,10.75,6,4,4,4,0,2208.5,15.0,331.28,1877.22,sucursal sur,dif,completed_on_time
901,ECO-ML-000375,true,2025-11-15T16:45:00+00:00,2025-11-16T23:17:00+00:00,38.0,10.75,6,4,4,4,0,1910.0,15.0,286.5,1623.5,sucursal sur,dif,completed_on_time
1102,ECO-ML-000576,true,2025-11-15T17:08:03+00:00,2025-11-18T15:08:03+00:00,65.0,17.1333,6,6,6,6,0,3845.0,5.0,192.25,3652.75,matriz - centro,dif,delayed
1103,ECO-ML-000577,true,2025-11-15T21:42:13+00:00,2025-11-17T17:42:13+00:00,49.0,21.7,6,4,4,4,0,1431.5,10.0,143.15,1288.35,matriz - centro,dif,completed_on_time
1104,ECO-ML-000578,true,2025-11-16T02:16:23+00:00,2025-11-16T22:16:23+00:00,26.0,2.2667,0,4,4,4,0,1637.0,15.0,245.55,1391.45,sucursal centro,special,completed_on_time
1105,ECO-ML-000579,true,2025-11-16T06:13:32+00:00,2025-11-17T07:13:32+00:00,17.0,6.2167,0,3,3,3,0,1159.0,15.0,173.85,985.15,sucursal sur,other,delayed
1106,ECO-ML-000580,true,2025-11-16T10:47:42+00:00,2025-11-19T03:47:42+00:00,67.0,10.7833,0,3,3,3,0,1752.5,10.0,175.25,1577.25,sucursal sur,other,completed_on_time
1107,ECO-ML-000581,true,2025-11-16T15:21:51+00:00,2025-11-17T22:21:51+00:00,34.0,15.35,0,2,2,2,0,2325.0,0.0,0.0,2325.0,matriz,normal,completed_on_time
558,ECO-ML-000032,true,2025-11-16T17:52:00+00:00,2025-11-18T15:51:00+00:00,35.0,11.866666666666664,0,3,3,3,0,1681.0,0.0,0.0,1681.0,sucursal sur,hospital,delayed
798,ECO-ML-000272,true,2025-11-16T17:52:00+00:00,2025-11-17T04:31:00+00:00,10.0,11.866666666666664,0,3,3,3,0,2172.5,0.0,0.0,2172.5,sucursal sur,hospital,completed_on_time
1108,ECO-ML-000582,true,2025-11-16T19:19:01+00:00,2025-11-20T00:19:01+00:00,66.0,19.3167,0,6,6,6,0,3160.5,5.0,158.03,3002.47,sucursal centro,special,delayed
1109,ECO-ML-000583,true,2025-11-16T23:53:11+00:00,2025-11-18T05:53:11+00:00,35.0,23.8833,0,2,2,2,0,1276.5,10.0,127.65,1148.85,sucursal centro,special,completed_on_time
1110,ECO-ML-000584,true,2025-11-17T04:27:20+00:00,2025-11-18T23:27:20+00:00,49.0,4.45,1,1,1,1,0,646.0,20.0,129.2,516.8,sucursal norte,hospital,completed_on_time
1111,ECO-ML-000585,true,2025-11-17T09:01:30+00:00,2025-11-18T23:01:30+00:00,18.0,9.0167,1,6,7,5,0,4251.0,20.0,850.2,3400.8,matriz - centro,dif,cancelled
1112,ECO-ML-000586,true,2025-11-17T12:58:40+00:00,2025-11-19T17:58:40+00:00,38.0,12.9667,1,5,5,5,0,2935.5,5.0,146.78,2788.72,matriz - centro,dif,delayed
1113,ECO-ML-000587,true,2025-11-17T17:32:49+00:00,2025-11-18T10:32:49+00:00,20.0,17.5333,1,1,1,1,0,781.0,15.0,117.15,663.85,matriz - centro,dif,completed_on_time
695,ECO-ML-000169,true,2025-11-17T18:59:00+00:00,2025-11-19T17:04:00+00:00,47.0,12.983333333333333,1,2,2,2,0,772.5,5.0,38.63,733.87,sucursal norte,hospital,completed_on_time
935,ECO-ML-000409,true,2025-11-17T18:59:00+00:00,2025-11-18T16:44:00+00:00,22.0,12.983333333333333,1,2,2,2,0,1438.5,5.0,71.93,1366.57,sucursal centro,hospital,completed_on_time
1114,ECO-ML-000588,true,2025-11-17T22:06:59+00:00,2025-11-20T05:06:59+00:00,59.0,22.1,1,6,6,6,0,2541.5,20.0,508.3,2033.2,sucursal centro,special,completed_on_time
1115,ECO-ML-000589,true,2025-11-18T02:04:09+00:00,2025-11-21T01:04:09+00:00,53.0,2.0667,2,4,5,3,0,1774.0,5.0,88.7,1685.3,sucursal sur,other,delayed
1116,ECO-ML-000590,true,2025-11-18T06:38:18+00:00,2025-11-21T00:38:18+00:00,72.0,6.6333,2,4,4,4,0,2471.0,5.0,123.55,2347.45,sucursal sur,other,completed_on_time
1117,ECO-ML-000591,true,2025-11-18T11:12:28+00:00,2025-11-19T22:12:28+00:00,36.0,11.2,2,2,2,2,0,1330.0,15.0,199.5,1130.5,matriz,normal,completed_on_time
1118,ECO-ML-000592,true,2025-11-18T15:09:38+00:00,2025-11-21T00:09:38+00:00,54.0,15.15,2,5,5,5,0,2231.0,5.0,111.55,2119.45,sucursal centro,special,delayed
592,ECO-ML-000066,true,2025-11-18T19:06:00+00:00,2025-11-19T11:37:00+00:00,19.0,13.1,2,1,1,1,0,600.0,10.0,60.0,540.0,sucursal centro,other,completed_on_time
832,ECO-ML-000306,true,2025-11-18T19:06:00+00:00,2025-11-21T04:17:00+00:00,59.0,13.1,2,1,1,1,0,924.0,10.0,92.4,831.6,matriz - centro,other,completed_on_time
1119,ECO-ML-000593,true,2025-11-18T19:43:47+00:00,2025-11-19T07:43:47+00:00,15.0,19.7167,2,3,3,3,0,2250.0,5.0,112.5,2137.5,sucursal centro,special,completed_on_time
1120,ECO-ML-000594,true,2025-11-19T00:17:57+00:00,2025-11-21T02:17:57+00:00,54.0,0.2833,3,2,2,2,0,1607.5,15.0,241.12,1366.38,sucursal norte,hospital,completed_on_time
1121,ECO-ML-000595,true,2025-11-19T04:52:06+00:00,2025-11-21T04:52:06+00:00,36.0,4.8667,3,6,6,6,0,4291.5,0.0,0.0,4291.5,matriz - centro,dif,cancelled
1122,ECO-ML-000596,true,2025-11-19T08:49:16+00:00,2025-11-21T22:49:16+00:00,55.0,8.8167,3,4,4,4,0,2279.0,10.0,227.9,2051.1,matriz - centro,dif,delayed
1123,ECO-ML-000597,true,2025-11-19T13:23:26+00:00,2025-11-20T13:23:26+00:00,25.0,13.3833,3,2,2,2,0,1410.5,10.0,141.05,1269.45,matriz - centro,dif,completed_on_time
1124,ECO-ML-000598,true,2025-11-19T17:57:35+00:00,2025-11-20T15:57:35+00:00,24.0,17.95,3,1,1,1,0,1035.0,0.0,0.0,1035.0,sucursal centro,special,completed_on_time
729,ECO-ML-000203,true,2025-11-19T20:13:00+00:00,2025-11-19T22:13:00+00:00,31.0,14.216666666666669,3,6,6,6,0,4103.5,15.0,615.53,3487.97,matriz,normal,cancelled
969,ECO-ML-000443,true,2025-11-19T20:13:00+00:00,2025-11-23T09:30:00+00:00,71.0,14.216666666666669,3,6,6,6,0,3518.5,15.0,527.78,2990.72,sucursal sur,normal,delayed
