study_id,code,name,price,delivery_hours,parameter_count,request_count,synthetic_request_count,sample_type,analysis_method,requires_special_processing,is_synthetic
73,ECN-CAT-URO-002,Determinación de Microalbúmina en orina,590,2.25,16,0,0,urine,MICROSCOPÍA,false,true
74,ECN-CAT-MOL-002,Determinación de Virus de influenza A,1060,7,23,0,0,swab,RT-PCR,true,true
75,ECN-CAT-QC-003,Determinación de Creatinina,780,2.5,30,1,1,serum,COLORIMETRÍA,true,true
76,ECN-CAT-HEM-003,Determinación de Hematocrito,290,1.5,7,1,1,blood,MICROSCOPÍA,false,true
77,ECN-CAT-INM-003,Determinación de Antiestreptolisinas O,610,3.25,14,0,0,serum,QUIMIOLUMINISCENCIA,false,true
78,ECN-CAT-MIC-003,Determinación de Exudado faríngeo,740,13.5,21,2,2,swab,CULTIVO,false,true
79,ECN-CAT-COA-003,Determinación de Tiempo de trombina,820,2.75,28,3,3,plasma,COAGULOMETRÍA,true,true
80,ECN-CAT-END-003,Determinación de Tiroxina total,430,2.25,5,0,0,serum,ELISA,false,true
81,ECN-CAT-URO-003,Determinación de Proteínas en orina,480,1.25,12,1,1,urine,COLORIMETRÍA,false,true
82,ECN-CAT-MOL-003,Determinación de Virus de influenza B,960,6.75,19,2,2,swab,RT-PCR,true,true
83,ECN-CAT-QC-004,Determinación de Ácido úrico,680,2.25,26,1,1,plasma,ENZIMÁTICO,true,true
84,ECN-CAT-HEM-004,Determinación de Eritrocitos,260,0.75,3,0,0,blood,IMPEDANCIA,false,true
85,ECN-CAT-INM-004,Determinación de Inmunoglobulina A,450,2,10,0,0,serum,INMUNOENSAYO,false,true
86,ECN-CAT-MIC-004,Determinación de Exudado nasal,640,13.25,17,1,1,swab,CULTIVO,true,true
87,ECN-CAT-COA-004,Determinación de Fibrinógeno,730,2.75,24,0,0,plasma,COAGULOMETRÍA,false,true
88,ECN-CAT-END-004,Determinación de Triyodotironina libre,300,1.25,1,1,1,plasma,INMUNOENSAYO,false,true
89,ECN-CAT-URO-004,Determinación de Glucosa en orina,370,1,8,1,1,urine,TIRA REACTIVA,false,true
90,ECN-CAT-MOL-004,Determinación de Virus del papiloma humano,830,7.25,15,0,0,swab,PCR,true,true
91,ECN-CAT-QC-005,Determinación de Colesterol total,660,2.25,22,0,0,serum,ESPECTROFOTOMETRÍA,false,true
92,ECN-CAT-HEM-005,Determinación de Leucocitos,920,3.25,29,2,2,blood,CITOMETRÍA,true,true
93,ECN-CAT-INM-005,Determinación de Inmunoglobulina G,380,2.25,6,1,1,serum,ELISA,false,true
94,ECN-CAT-MIC-005,Determinación de Exudado vaginal,550,13,13,0,0,swab,CULTIVO,false,true
95,ECN-CAT-COA-005,Determinación de Dímero D,680,2.5,20,0,0,plasma,COAGULOMETRÍA,false,true
96,ECN-CAT-END-005,Determinación de Triyodotironina total,920,4,27,3,3,serum,QUIMIOLUMINISCENCIA,true,true
97,ECN-CAT-URO-005,Determinación de Creatinina en orina,290,1.5,4,0,0,urine,MICROSCOPÍA,false,true
98,ECN-CAT-MOL-005,Determinación de Virus de hepatitis B,730,7,11,2,2,plasma,PCR,true,true
99,ECN-CAT-QC-006,Determinación de Triglicéridos,540,1.75,18,2,2,plasma,COLORIMETRÍA,false,true
100,ECN-CAT-HEM-006,Determinación de Plaquetas,700,2.75,25,2,2,blood,MICROSCOPÍA,true,true
101,ECN-CAT-INM-006,Determinación de Inmunoglobulina M,320,2.5,2,0,0,serum,QUIMIOLUMINISCENCIA,false,true
102,ECN-CAT-MIC-006,Determinación de Exudado uretral,500,12.75,9,1,1,swab,CULTIVO,false,true
103,ECN-CAT-COA-006,Determinación de INR,580,2.25,16,1,1,plasma,COAGULOMETRÍA,false,true
104,ECN-CAT-END-006,Determinación de Insulina,790,3.25,23,0,0,plasma,ELISA,false,true
105,ECN-CAT-URO-006,Determinación de Calcio en orina,840,2.5,30,0,0,urine,COLORIMETRÍA,true,true
106,ECN-CAT-MOL-006,Determinación de Virus de hepatitis C,690,6.75,7,1,1,plasma,PCR,true,true
107,ECN-CAT-QC-007,Determinación de Bilirrubina total,430,1.5,14,0,0,serum,ENZIMÁTICO,false,true
108,ECN-CAT-HEM-007,Determinación de Reticulocitos,630,2.25,21,0,0,blood,IMPEDANCIA,false,true
109,ECN-CAT-INM-007,Determinación de Inmunoglobulina E,820,3.25,28,2,2,serum,INMUNOENSAYO,true,true
110,ECN-CAT-MIC-007,Determinación de Hemocultivo,400,12.5,5,1,1,blood,CULTIVO,false,true
111,ECN-CAT-COA-007,Determinación de Actividad de factor VIII,480,2,12,0,0,plasma,COAGULOMETRÍA,false,true
112,ECN-CAT-END-007,Determinación de Cortisol,660,2.5,19,1,1,serum,INMUNOENSAYO,false,true
113,ECN-CAT-URO-007,Determinación de Ácido úrico en orina,780,2,26,1,1,urine,TIRA REACTIVA,true,true
114,ECN-CAT-MOL-007,Determinación de Virus de Epstein-Barr,590,6.5,3,1,1,blood,PCR,true,true
115,ECN-CAT-QC-008,Determinación de Bilirrubina directa,370,1.25,10,2,2,plasma,ESPECTROFOTOMETRÍA,false,true
116,ECN-CAT-HEM-008,Determinación de Volumen corpuscular medio,630,2.75,17,3,3,blood,CITOMETRÍA,false,true
117,ECN-CAT-INM-008,Determinación de Complemento C3,800,3.25,24,0,0,serum,ELISA,false,true
118,ECN-CAT-MIC-008,Determinación de Cultivo de esputo,300,12.25,1,1,1,other,CULTIVO,true,true
119,ECN-CAT-COA-008,Determinación de Actividad de factor IX,380,1.75,8,2,2,plasma,COAGULOMETRÍA,false,true
120,ECN-CAT-END-008,Determinación de Hormona adrenocorticotropa,680,3.25,15,2,2,plasma,QUIMIOLUMINISCENCIA,false,true
121,ECN-CAT-URO-008,Determinación de Sodio en orina,710,2.5,22,0,0,urine,MICROSCOPÍA,false,true
122,ECN-CAT-MOL-008,Determinación de Citomegalovirus,1150,8.25,29,0,0,blood,PCR,true,true
123,ECN-CAT-QC-009,Determinación de Alanina aminotransferasa,250,1,6,0,0,serum,COLORIMETRÍA,false,true
124,ECN-CAT-HEM-009,Determinación de Hemoglobina corpuscular media,460,2.25,13,0,0,blood,MICROSCOPÍA,false,true
125,ECN-CAT-INM-009,Determinación de Complemento C4,730,3.5,20,0,0,serum,QUIMIOLUMINISCENCIA,false,true
126,ECN-CAT-MIC-009,Determinación de Cultivo de heridas,860,14,27,2,2,swab,CULTIVO,true,true
127,ECN-CAT-COA-009,Determinación de Actividad de factor XI,290,1.25,4,0,0,plasma,COAGULOMETRÍA,false,true
128,ECN-CAT-END-009,Determinación de Hormona de crecimiento,550,2.5,11,0,0,serum,ELISA,false,true
129,ECN-CAT-URO-009,Determinación de Potasio en orina,600,2,18,1,1,urine,COLORIMETRÍA,false,true
130,ECN-CAT-MOL-009,Determinación de Virus herpes simple 1,1050,8,25,2,2,swab,PCR,true,true
131,ECN-CAT-QC-010,Determinación de Aspartato aminotransferasa,190,0.5,2,0,0,plasma,ENZIMÁTICO,false,true
132,ECN-CAT-HEM-010,Determinación de Concentración media de hemoglobina,380,1.5,9,1,1,blood,IMPEDANCIA,false,true
133,ECN-CAT-INM-010,Determinación de Anticuerpos antinucleares,570,2.25,16,2,2,serum,INMUNOENSAYO,false,true
134,ECN-CAT-MIC-010,Determinación de Cultivo de secreciones,770,13.75,23,0,0,swab,CULTIVO,false,true
135,ECN-CAT-COA-010,Determinación de Actividad de factor XII,900,3,30,1,1,plasma,COAGULOMETRÍA,true,true
136,ECN-CAT-END-010,Determinación de Prolactina,420,1.75,7,3,3,plasma,INMUNOENSAYO,false,true
137,ECN-CAT-URO-010,Determinación de Cloro en orina,490,1.5,14,1,1,urine,TIRA REACTIVA,false,true
138,ECN-CAT-MOL-010,Determinación de Virus herpes simple 2,960,7.75,21,0,0,swab,PCR,true,true
139,ECN-CAT-QC-011,Determinación de Fosfatasa alcalina,780,2.5,28,0,0,serum,ESPECTROFOTOMETRÍA,true,true
140,ECN-CAT-HEM-011,Determinación de Ancho de distribución eritrocitaria,380,2,5,1,1,blood,CITOMETRÍA,false,true
141,ECN-CAT-INM-011,Determinación de Anticuerpos anti-DNA,510,2.5,12,0,0,serum,ELISA,false,true
142,ECN-CAT-MIC-011,Determinación de Antibiograma,720,13.25,19,0,0,other,CULTIVO,false,true
143,ECN-CAT-COA-011,Determinación de Antitrombina III,800,2.75,26,2,2,plasma,COAGULOMETRÍA,true,true
144,ECN-CAT-END-011,Determinación de Hormona luteinizante,380,2.25,3,0,0,serum,QUIMIOLUMINISCENCIA,false,true
145,ECN-CAT-URO-011,Determinación de Fósforo en orina,420,2,10,0,0,urine,MICROSCOPÍA,false,true
146,ECN-CAT-MOL-011,Determinación de Chlamydia trachomatis,910,7.5,17,2,2,swab,PCR,true,true
147,ECN-CAT-QC-012,Determinación de Gamma glutamil transferasa,660,2,24,2,2,plasma,COLORIMETRÍA,false,true
148,ECN-CAT-HEM-012,Determinación de Neutrófilos,170,1.5,1,0,0,blood,MICROSCOPÍA,false,true
149,ECN-CAT-INM-012,Determinación de Anticuerpos anticardiolipina,440,2.75,8,1,1,serum,QUIMIOLUMINISCENCIA,false,true
150,ECN-CAT-MIC-012,Determinación de Tinción de Gram,520,2.5,15,1,1,other,MICROSCOPÍA,true,true
151,ECN-CAT-COA-012,Determinación de Proteína C funcional,700,2.5,22,0,0,plasma,COAGULOMETRÍA,false,true
152,ECN-CAT-END-012,Determinación de Hormona foliculoestimulante,920,3.5,29,2,2,plasma,ELISA,true,true
153,ECN-CAT-URO-012,Determinación de Magnesio en orina,360,1,6,2,2,urine,COLORIMETRÍA,false,true
154,ECN-CAT-MOL-012,Determinación de Neisseria gonorrhoeae,810,7,13,0,0,swab,PCR,true,true
155,ECN-CAT-QC-013,Determinación de Albúmina,560,1.75,20,0,0,serum,ENZIMÁTICO,false,true
156,ECN-CAT-HEM-013,Determinación de Linfocitos,750,2.5,27,2,2,blood,IMPEDANCIA,true,true
157,ECN-CAT-INM-013,Determinación de Procalcitonina,330,1.5,4,1,1,serum,INMUNOENSAYO,false,true
158,ECN-CAT-MIC-013,Determinación de Baciloscopía,420,2.25,11,0,0,other,MICROSCOPÍA,false,true
159,ECN-CAT-COA-013,Determinación de Proteína S funcional,610,2.25,18,0,0,plasma,COAGULOMETRÍA,false,true
160,ECN-CAT-END-013,Determinación de Estradiol,790,2.75,25,1,1,serum,INMUNOENSAYO,true,true
161,ECN-CAT-URO-013,Determinación de Urea en orina,250,0.75,2,0,0,urine,TIRA REACTIVA,false,true
162,ECN-CAT-MOL-013,Determinación de Mycobacterium tuberculosis,710,6.75,9,0,0,other,PCR,true,true
163,ECN-CAT-QC-014,Determinación de Proteínas totales,490,1.75,16,2,2,plasma,ESPECTROFOTOMETRÍA,false,true
164,ECN-CAT-HEM-014,Determinación de Monocitos,800,3,23,1,1,blood,CITOMETRÍA,false,true
165,ECN-CAT-INM-014,Determinación de Ferritina,920,3.75,30,0,0,serum,ELISA,true,true
166,ECN-CAT-MIC-014,Determinación de Búsqueda de hongos,330,1.75,7,2,2,other,MICROSCOPÍA,false,true
167,ECN-CAT-COA-014,Determinación de Anticoagulante lúpico,510,2,14,1,1,plasma,COAGULOMETRÍA,false,true
168,ECN-CAT-END-014,Determinación de Progesterona,800,3.5,21,0,0,plasma,QUIMIOLUMINISCENCIA,false,true
169,ECN-CAT-URO-014,Determinación de Osmolalidad urinaria,830,3.25,28,0,0,urine,MICROSCOPÍA,true,true
170,ECN-CAT-MOL-014,Determinación de Bordetella pertussis,610,6.5,5,3,3,swab,PCR,true,true
171,ECN-CAT-QC-015,Determinación de Calcio,420,1.5,12,0,0,serum,COLORIMETRÍA,false,true
172,ECN-CAT-HEM-015,Determinación de Eosinófilos,580,2.5,19,1,1,blood,MICROSCOPÍA,false,true
173,ECN-CAT-INM-015,Determinación de Troponina I,860,4,26,2,2,serum,QUIMIOLUMINISCENCIA,true,true
174,ECN-CAT-MIC-015,Determinación de Coprológico,230,1.5,3,1,1,stool,MICROSCOPÍA,false,true
175,ECN-CAT-COA-015,Determinación de Resistencia a proteína C activada,460,1.75,10,0,0,plasma,COAGULOMETRÍA,false,true
176,ECN-CAT-END-015,Determinación de Testosterona total,670,2.75,17,0,0,serum,ELISA,false,true
177,ECN-CAT-URO-015,Determinación de Depuración de creatinina,720,2.25,24,1,1,urine,COLORIMETRÍA,false,true
178,ECN-CAT-MOL-015,Determinación de Parvovirus B19,520,6.25,1,0,0,blood,PCR,true,true
179,ECN-CAT-QC-016,Determinación de Fósforo,310,1.25,8,0,0,plasma,ENZIMÁTICO,false,true
180,ECN-CAT-HEM-016,Determinación de Basófilos,510,1.75,15,2,2,blood,IMPEDANCIA,false,true
181,ECN-CAT-INM-016,Determinación de Antígeno carcinoembrionario,700,2.5,22,1,1,serum,INMUNOENSAYO,false,true
182,ECN-CAT-MIC-016,Determinación de Amiba en fresco,840,3.25,29,0,0,stool,MICROSCOPÍA,true,true
183,ECN-CAT-COA-016,Determinación de Agregación plaquetaria,360,1.25,6,2,2,plasma,COAGULOMETRÍA,false,true
184,ECN-CAT-END-016,Determinación de Testosterona libre,540,2,13,2,2,plasma,INMUNOENSAYO,false,true
185,ECN-CAT-URO-016,Determinación de Sedimento urinario,610,2,20,0,0,urine,TIRA REACTIVA,false,true
186,ECN-CAT-MOL-016,Determinación de Dengue por PCR,1160,7,27,1,1,blood,RT-PCR,true,true
187,ECN-CAT-QC-017,Determinación de Magnesio,250,1.25,4,1,1,serum,ESPECTROFOTOMETRÍA,false,true
188,ECN-CAT-HEM-017,Determinación de Velocidad de sedimentación,510,2.25,11,1,1,blood,CITOMETRÍA,false,true
189,ECN-CAT-INM-017,Determinación de Alfafetoproteína,630,2.75,18,1,1,serum,ELISA,false,true
190,ECN-CAT-MIC-017,Determinación de Sangre oculta en heces,780,2.5,25,2,2,stool,INMUNOCROMATOGRAFÍA,true,true
191,ECN-CAT-COA-017,Determinación de Tiempo de sangrado,260,1,2,0,0,plasma,COAGULOMETRÍA,false,true
192,ECN-CAT-END-017,Determinación de Dehidroepiandrosterona,510,3,9,0,0,serum,QUIMIOLUMINISCENCIA,false,true
193,ECN-CAT-URO-017,Determinación de Cetonas en orina,590,2.25,16,1,1,urine,MICROSCOPÍA,false,true
194,ECN-CAT-MOL-017,Determinación de Zika por PCR,1060,6.75,23,2,2,blood,RT-PCR,true,true
195,ECN-CAT-QC-018,Determinación de Sodio,790,2.75,30,0,0,plasma,COLORIMETRÍA,true,true
196,ECN-CAT-HEM-018,Determinación de Frotis de sangre periférica,290,1.75,7,0,0,blood,MICROSCOPÍA,false,true
197,ECN-CAT-INM-018,Determinación de CA 125,610,3,14,0,0,serum,QUIMIOLUMINISCENCIA,false,true
198,ECN-CAT-MIC-018,Determinación de Rotavirus en heces,680,2.25,21,1,1,stool,INMUNOCROMATOGRAFÍA,false,true
199,ECN-CAT-COA-018,Determinación de Tiempo de coagulación,830,2.75,28,0,0,plasma,COAGULOMETRÍA,true,true
200,ECN-CAT-END-018,Determinación de Aldosterona,380,2.25,5,3,3,plasma,ELISA,false,true
201,ECN-CAT-URO-018,Determinación de Hemoglobina en orina,480,1.5,12,1,1,urine,COLORIMETRÍA,false,true
202,ECN-CAT-MOL-018,Determinación de Chikungunya por PCR,960,6.5,19,0,0,blood,RT-PCR,true,true
203,ECN-CAT-QC-019,Determinación de Potasio,680,2.25,26,1,1,serum,ENZIMÁTICO,true,true
204,ECN-CAT-HEM-019,Determinación de Conteo diferencial,260,1,3,2,2,blood,IMPEDANCIA,false,true
205,ECN-CAT-INM-019,Determinación de CA 19-9,450,1.75,10,1,1,serum,INMUNOENSAYO,false,true
206,ECN-CAT-MIC-019,Determinación de Adenovirus en heces,590,2,17,0,0,stool,INMUNOCROMATOGRAFÍA,false,true
207,ECN-CAT-COA-019,Determinación de Productos de degradación de fibrina,730,2.5,24,1,1,plasma,COAGULOMETRÍA,false,true
208,ECN-CAT-END-019,Determinación de Renina,300,1.5,1,0,0,serum,INMUNOENSAYO,false,true
209,ECN-CAT-URO-019,Determinación de Nitritos en orina,370,1,8,0,0,urine,TIRA REACTIVA,false,true
210,ECN-CAT-MOL-019,Determinación de Panel respiratorio molecular,870,6,15,2,2,swab,RT-PCR,true,true
211,ECN-CAT-QC-020,Determinación de Cloro,610,2.25,22,1,1,plasma,ESPECTROFOTOMETRÍA,false,true
212,ECN-CAT-HEM-020,Determinación de Índice plaquetario,920,3.5,29,0,0,blood,CITOMETRÍA,true,true
213,ECN-CAT-INM-020,Determinación de CA 15-3,390,2.25,6,0,0,serum,ELISA,false,true
214,ECN-CAT-MIC-020,Determinación de Helicobacter pylori,490,1.75,13,1,1,stool,INMUNOCROMATOGRAFÍA,true,true
215,ECN-CAT-COA-020,Determinación de Factor de von Willebrand,680,2.25,20,1,1,plasma,COAGULOMETRÍA,false,true
216,ECN-CAT-END-020,Determinación de Paratohormona,920,4.25,27,0,0,plasma,QUIMIOLUMINISCENCIA,true,true
217,ECN-CAT-URO-020,Determinación de Leucocitos en orina,300,1.5,4,3,3,urine,MICROSCOPÍA,false,true
218,ECN-CAT-MOL-020,Determinación de Panel gastrointestinal molecular,770,5.75,11,1,1,other,RT-PCR,true,true
219,ECN-CAT-QC-021,Determinación de Hierro sérico,540,1.75,18,0,0,serum,COLORIMETRÍA,false,true
220,ECN-CAT-HEM-021,Determinación de Morfología eritrocitaria,710,2.75,25,2,2,blood,MICROSCOPÍA,true,true
221,ECN-CAT-INM-021,Determinación de Antígeno prostático total,320,2.5,2,2,2,serum,QUIMIOLUMINISCENCIA,false,true
222,ECN-CAT-MIC-021,Determinación de Clostridioides difficile,440,1.25,9,1,1,stool,INMUNOCROMATOGRAFÍA,false,true
223,ECN-CAT-COA-021,Determinación de Mezcla de TTPa,580,2,16,0,0,plasma,COAGULOMETRÍA,false,true
224,ECN-CAT-END-021,Determinación de Calcitonina,800,3.5,23,1,1,serum,ELISA,false,true
225,ECN-CAT-URO-021,Determinación de Cristales en orina,850,2.5,30,0,0,urine,COLORIMETRÍA,true,true
226,ECN-CAT-MOL-021,Determinación de Trombofilia hereditaria,690,6.5,7,1,1,blood,PCR,true,true
227,ECN-CAT-QC-022,Determinación de Amilasa,440,1.5,14,1,1,plasma,ENZIMÁTICO,false,true
228,ECN-CAT-HEM-022,Determinación de Morfología leucocitaria,630,2,21,1,1,blood,IMPEDANCIA,false,true
229,ECN-CAT-INM-022,Determinación de Antígeno prostático libre,820,3.25,28,0,0,serum,INMUNOENSAYO,true,true
230,ECN-CAT-MIC-022,Determinación de Estreptococo del grupo A,340,1,5,1,1,swab,INMUNOCROMATOGRAFÍA,false,true
231,ECN-CAT-COA-022,Determinación de Mezcla de TP,490,1.75,12,1,1,plasma,COAGULOMETRÍA,false,true
232,ECN-CAT-END-022,Determinación de Péptido C,670,2.5,19,1,1,plasma,INMUNOENSAYO,false,true
233,ECN-CAT-URO-022,Determinación de Cilindros urinarios,790,2.25,26,0,0,urine,TIRA REACTIVA,true,true
234,ECN-CAT-MOL-022,Determinación de Mutación JAK2,590,6.5,3,1,1,blood,PCR,true,true
235,ECN-CAT-QC-023,Determinación de Lipasa,370,1.5,10,0,0,serum,ESPECTROFOTOMETRÍA,false,true
236,ECN-CAT-HEM-023,Determinación de Morfología plaquetaria,630,2.5,17,0,0,blood,CITOMETRÍA,false,true
237,ECN-CAT-INM-023,Determinación de Serología para dengue,800,3.5,24,2,2,serum,ELISA,false,true
238,ECN-CAT-MIC-023,Determinación de Salmonella,310,12.25,1,2,2,stool,CULTIVO,false,true
239,ECN-CAT-COA-023,Determinación de Factor V,390,1.5,8,1,1,plasma,COAGULOMETRÍA,false,true
240,ECN-CAT-END-023,Determinación de 17-hidroxiprogesterona,630,3.25,15,2,2,serum,QUIMIOLUMINISCENCIA,false,true
241,ECN-CAT-URO-023,Determinación de Urobilinógeno en orina,710,2.75,22,1,1,urine,MICROSCOPÍA,false,true
242,ECN-CAT-MOL-023,Determinación de BCR-ABL cuantitativo,1150,8.25,29,1,1,blood,PCR,true,true
243,ECN-CAT-QC-024,Determinación de Lactato deshidrogenasa,250,1,6,0,0,plasma,COLORIMETRÍA,false,true
244,ECN-CAT-HEM-024,Determinación de Hemoparásitos,460,2,13,2,2,blood,MICROSCOPÍA,false,true
245,ECN-CAT-INM-024,Determinación de Serología para rubéola,740,3.75,20,1,1,serum,QUIMIOLUMINISCENCIA,false,true
246,ECN-CAT-MIC-024,Determinación de Shigella,870,14,27,0,0,stool,CULTIVO,true,true
247,ECN-CAT-COA-024,Determinación de Factor VII,290,1,4,1,1,plasma,COAGULOMETRÍA,false,true
248,ECN-CAT-END-024,Determinación de Hormona antimülleriana,550,2.5,11,1,1,plasma,ELISA,false,true
249,ECN-CAT-URO-024,Determinación de Bilirrubina en orina,600,1.75,18,1,1,urine,COLORIMETRÍA,false,true
250,ECN-CAT-MOL-024,Determinación de HLA-B27,1060,8,25,0,0,blood,PCR,true,true
251,ECN-CAT-QC-025,Determinación de Hemoglobina glucosilada,140,0.75,2,1,1,blood,ENZIMÁTICO,false,true
252,ECN-CAT-HEM-025,Determinación de Prueba de falciformación,390,1.25,9,1,1,blood,IMPEDANCIA,false,true
253,ECN-CAT-INM-025,Determinación de Serología para toxoplasma,580,2.5,16,0,0,serum,INMUNOENSAYO,false,true
254,ECN-CAT-MIC-025,Determinación de Candida albicans,770,13.75,23,3,3,swab,CULTIVO,false,true
255,ECN-CAT-COA-025,Determinación de Factor X,900,3.25,30,1,1,plasma,COAGULOMETRÍA,true,true
256,ECN-CAT-END-025,Determinación de Somatomedina C,420,1.75,7,0,0,serum,INMUNOENSAYO,false,true
257,ECN-CAT-URO-025,Determinación de Relación albúmina creatinina,490,1.25,14,2,2,urine,TIRA REACTIVA,false,true
