study_id,study_code,study_name,is_synthetic,type,method,parameter_count,duration_minutes,sample_type,requires_special_processing,normal_price
109,ECN-CAT-INM-007,Determinación de Inmunoglobulina E,True,study,inmunoensayo,28,195,serum,true,820.0
110,ECN-CAT-MIC-007,Determinación de Hemocultivo,True,study,cultivo,5,750,blood,false,400.0
111,ECN-CAT-COA-007,Determinación de Actividad de factor VIII,True,study,coagulometria,12,120,plasma,false,480.0
112,ECN-CAT-END-007,Determinación de Cortisol,True,study,inmunoensayo,19,150,serum,false,660.0
113,ECN-CAT-URO-007,Determinación de Ácido úrico en orina,True,study,tira reactiva,26,120,urine,true,780.0
114,ECN-CAT-MOL-007,Determinación de Virus de Epstein-Barr,True,study,pcr,3,390,blood,true,590.0
115,ECN-CAT-QC-008,Determinación de Bilirrubina directa,True,study,espectrofotometria,10,75,plasma,false,370.0
116,ECN-CAT-HEM-008,Determinación de Volumen corpuscular medio,True,study,citometria,17,165,blood,false,630.0
117,ECN-CAT-INM-008,Determinación de Complemento C3,True,study,elisa,24,195,serum,false,800.0
118,ECN-CAT-MIC-008,Determinación de Cultivo de esputo,True,study,cultivo,1,735,other,true,300.0
119,ECN-CAT-COA-008,Determinación de Actividad de factor IX,True,study,coagulometria,8,105,plasma,false,380.0
120,ECN-CAT-END-008,Determinación de Hormona adrenocorticotropa,True,study,quimioluminiscencia,15,195,plasma,false,680.0
121,ECN-CAT-URO-008,Determinación de Sodio en orina,True,study,microscopia,22,150,urine,false,710.0
122,ECN-CAT-MOL-008,Determinación de Citomegalovirus,True,study,pcr,29,495,blood,true,1150.0
123,ECN-CAT-QC-009,Determinación de Alanina aminotransferasa,True,study,colorimetria,6,60,serum,false,250.0
124,ECN-CAT-HEM-009,Determinación de Hemoglobina corpuscular media,True,study,microscopia,13,135,blood,false,460.0
125,ECN-CAT-INM-009,Determinación de Complemento C4,True,study,quimioluminiscencia,20,210,serum,false,730.0
126,ECN-CAT-MIC-009,Determinación de Cultivo de heridas,True,study,cultivo,27,840,swab,true,860.0
127,ECN-CAT-COA-009,Determinación de Actividad de factor XI,True,study,coagulometria,4,75,plasma,false,290.0
128,ECN-CAT-END-009,Determinación de Hormona de crecimiento,True,study,elisa,11,150,serum,false,550.0
129,ECN-CAT-URO-009,Determinación de Potasio en orina,True,study,colorimetria,18,120,urine,false,600.0
130,ECN-CAT-MOL-009,Determinación de Virus herpes simple 1,True,study,pcr,25,480,swab,true,1050.0
131,ECN-CAT-QC-010,Determinación de Aspartato aminotransferasa,True,study,enzimatico,2,30,plasma,false,190.0
132,ECN-CAT-HEM-010,Determinación de Concentración media de hemoglobina,True,study,impedancia,9,90,blood,false,380.0
133,ECN-CAT-INM-010,Determinación de Anticuerpos antinucleares,True,study,inmunoensayo,16,135,serum,false,570.0
134,ECN-CAT-MIC-010,Determinación de Cultivo de secreciones,True,study,cultivo,23,825,swab,false,770.0
135,ECN-CAT-COA-010,Determinación de Actividad de factor XII,True,study,coagulometria,30,180,plasma,true,900.0
136,ECN-CAT-END-010,Determinación de Prolactina,True,study,inmunoensayo,7,105,plasma,false,420.0
137,ECN-CAT-URO-010,Determinación de Cloro en orina,True,study,tira reactiva,14,90,urine,false,490.0
138,ECN-CAT-MOL-010,Determinación de Virus herpes simple 2,True,study,pcr,21,465,swab,true,960.0
139,ECN-CAT-QC-011,Determinación de Fosfatasa alcalina,True,study,espectrofotometria,28,150,serum,true,780.0
140,ECN-CAT-HEM-011,Determinación de Ancho de distribución eritrocitaria,True,study,citometria,5,120,blood,false,380.0
141,ECN-CAT-INM-011,Determinación de Anticuerpos anti-DNA,True,study,elisa,12,150,serum,false,510.0
142,ECN-CAT-MIC-011,Determinación de Antibiograma,True,study,cultivo,19,795,other,false,720.0
143,ECN-CAT-COA-011,Determinación de Antitrombina III,True,study,coagulometria,26,165,plasma,true,800.0
144,ECN-CAT-END-011,Determinación de Hormona luteinizante,True,study,quimioluminiscencia,3,135,serum,false,380.0
145,ECN-CAT-URO-011,Determinación de Fósforo en orina,True,study,microscopia,10,120,urine,false,420.0
146,ECN-CAT-MOL-011,Determinación de Chlamydia trachomatis,True,study,pcr,17,450,swab,true,910.0
147,ECN-CAT-QC-012,Determinación de Gamma glutamil transferasa,True,study,colorimetria,24,120,plasma,false,660.0
148,ECN-CAT-HEM-012,Determinación de Neutrófilos,True,study,microscopia,1,90,blood,false,170.0
149,ECN-CAT-INM-012,Determinación de Anticuerpos anticardiolipina,True,study,quimioluminiscencia,8,165,serum,false,440.0
150,ECN-CAT-MIC-012,Determinación de Tinción de Gram,True,study,microscopia,15,150,other,true,520.0
151,ECN-CAT-COA-012,Determinación de Proteína C funcional,True,study,coagulometria,22,150,plasma,false,700.0
152,ECN-CAT-END-012,Determinación de Hormona foliculoestimulante,True,study,elisa,29,210,plasma,true,920.0
153,ECN-CAT-URO-012,Determinación de Magnesio en orina,True,study,colorimetria,6,60,urine,false,360.0
154,ECN-CAT-MOL-012,Determinación de Neisseria gonorrhoeae,True,study,pcr,13,420,swab,true,810.0
155,ECN-CAT-QC-013,Determinación de Albúmina,True,study,enzimatico,20,105,serum,false,560.0
156,ECN-CAT-HEM-013,Determinación de Linfocitos,True,study,impedancia,27,150,blood,true,750.0
157,ECN-CAT-INM-013,Determinación de Procalcitonina,True,study,inmunoensayo,4,90,serum,false,330.0
158,ECN-CAT-MIC-013,Determinación de Baciloscopía,True,study,microscopia,11,135,other,false,420.0
159,ECN-CAT-COA-013,Determinación de Proteína S funcional,True,study,coagulometria,18,135,plasma,false,610.0
160,ECN-CAT-END-013,Determinación de Estradiol,True,study,inmunoensayo,25,165,serum,true,790.0
161,ECN-CAT-URO-013,Determinación de Urea en orina,True,study,tira reactiva,2,45,urine,false,250.0
162,ECN-CAT-MOL-013,Determinación de Mycobacterium tuberculosis,True,study,pcr,9,405,other,true,710.0
163,ECN-CAT-QC-014,Determinación de Proteínas totales,True,study,espectrofotometria,16,105,plasma,false,490.0
164,ECN-CAT-HEM-014,Determinación de Monocitos,True,study,citometria,23,180,blood,false,800.0
165,ECN-CAT-INM-014,Determinación de Ferritina,True,study,elisa,30,225,serum,true,920.0
166,ECN-CAT-MIC-014,Determinación de Búsqueda de hongos,True,study,microscopia,7,105,other,false,330.0
167,ECN-CAT-COA-014,Determinación de Anticoagulante lúpico,True,study,coagulometria,14,120,plasma,false,510.0
168,ECN-CAT-END-014,Determinación de Progesterona,True,study,quimioluminiscencia,21,210,plasma,false,800.0
169,ECN-CAT-URO-014,Determinación de Osmolalidad urinaria,True,study,microscopia,28,195,urine,true,830.0
170,ECN-CAT-MOL-014,Determinación de Bordetella pertussis,True,study,pcr,5,390,swab,true,610.0
171,ECN-CAT-QC-015,Determinación de Calcio,True,study,colorimetria,12,90,serum,false,420.0
172,ECN-CAT-HEM-015,Determinación de Eosinófilos,True,study,microscopia,19,150,blood,false,580.0
173,ECN-CAT-INM-015,Determinación de Troponina I,True,study,quimioluminiscencia,26,240,serum,true,860.0
174,ECN-CAT-MIC-015,Determinación de Coprológico,True,study,microscopia,3,90,stool,false,230.0
175,ECN-CAT-COA-015,Determinación de Resistencia a proteína C activada,True,study,coagulometria,10,105,plasma,false,460.0
176,ECN-CAT-END-015,Determinación de Testosterona total,True,study,elisa,17,165,serum,false,670.0
177,ECN-CAT-URO-015,Determinación de Depuración de creatinina,True,study,colorimetria,24,135,urine,false,720.0
178,ECN-CAT-MOL-015,Determinación de Parvovirus B19,True,study,pcr,1,375,blood,true,520.0
179,ECN-CAT-QC-016,Determinación de Fósforo,True,study,enzimatico,8,75,plasma,false,310.0
180,ECN-CAT-HEM-016,Determinación de Basófilos,True,study,impedancia,15,105,blood,false,510.0
181,ECN-CAT-INM-016,Determinación de Antígeno carcinoembrionario,True,study,inmunoensayo,22,150,serum,false,700.0
182,ECN-CAT-MIC-016,Determinación de Amiba en fresco,True,study,microscopia,29,195,stool,true,840.0
183,ECN-CAT-COA-016,Determinación de Agregación plaquetaria,True,study,coagulometria,6,75,plasma,false,360.0
184,ECN-CAT-END-016,Determinación de Testosterona libre,True,study,inmunoensayo,13,120,plasma,false,540.0
185,ECN-CAT-URO-016,Determinación de Sedimento urinario,True,study,tira reactiva,20,120,urine,false,610.0
186,ECN-CAT-MOL-016,Determinación de Dengue por PCR,True,study,rt-pcr,27,420,blood,true,1160.0
187,ECN-CAT-QC-017,Determinación de Magnesio,True,study,espectrofotometria,4,75,serum,false,250.0
188,ECN-CAT-HEM-017,Determinación de Velocidad de sedimentación,True,study,citometria,11,135,blood,false,510.0
189,ECN-CAT-INM-017,Determinación de Alfafetoproteína,True,study,elisa,18,165,serum,false,630.0
190,ECN-CAT-MIC-017,Determinación de Sangre oculta en heces,True,study,inmunocromatografia,25,150,stool,true,780.0
191,ECN-CAT-COA-017,Determinación de Tiempo de sangrado,True,study,coagulometria,2,60,plasma,false,260.0
192,ECN-CAT-END-017,Determinación de Dehidroepiandrosterona,True,study,quimioluminiscencia,9,180,serum,false,510.0
193,ECN-CAT-URO-017,Determinación de Cetonas en orina,True,study,microscopia,16,135,urine,false,590.0
194,ECN-CAT-MOL-017,Determinación de Zika por PCR,True,study,rt-pcr,23,405,blood,true,1060.0
195,ECN-CAT-QC-018,Determinación de Sodio,True,study,colorimetria,30,165,plasma,true,790.0
196,ECN-CAT-HEM-018,Determinación de Frotis de sangre periférica,True,study,microscopia,7,105,blood,false,290.0
197,ECN-CAT-INM-018,Determinación de CA 125,True,study,quimioluminiscencia,14,180,serum,false,610.0
198,ECN-CAT-MIC-018,Determinación de Rotavirus en heces,True,study,inmunocromatografia,21,135,stool,false,680.0
199,ECN-CAT-COA-018,Determinación de Tiempo de coagulación,True,study,coagulometria,28,165,plasma,true,830.0
200,ECN-CAT-END-018,Determinación de Aldosterona,True,study,elisa,5,135,plasma,false,380.0
201,ECN-CAT-URO-018,Determinación de Hemoglobina en orina,True,study,colorimetria,12,90,urine,false,480.0
202,ECN-CAT-MOL-018,Determinación de Chikungunya por PCR,True,study,rt-pcr,19,390,blood,true,960.0
203,ECN-CAT-QC-019,Determinación de Potasio,True,study,enzimatico,26,135,serum,true,680.0
204,ECN-CAT-HEM-019,Determinación de Conteo diferencial,True,study,impedancia,3,60,blood,false,260.0
205,ECN-CAT-INM-019,Determinación de CA 19-9,True,study,inmunoensayo,10,105,serum,false,450.0
206,ECN-CAT-MIC-019,Determinación de Adenovirus en heces,True,study,inmunocromatografia,17,120,stool,false,590.0
207,ECN-CAT-COA-019,Determinación de Productos de degradación de fibrina,True,study,coagulometria,24,150,plasma,false,730.0
208,ECN-CAT-END-019,Determinación de Renina,True,study,inmunoensayo,1,90,serum,false,300.0
209,ECN-CAT-URO-019,Determinación de Nitritos en orina,True,study,tira reactiva,8,60,urine,false,370.0
210,ECN-CAT-MOL-019,Determinación de Panel respiratorio molecular,True,study,rt-pcr,15,360,swab,true,870.0
211,ECN-CAT-QC-020,Determinación de Cloro,True,study,espectrofotometria,22,135,plasma,false,610.0
212,ECN-CAT-HEM-020,Determinación de Índice plaquetario,True,study,citometria,29,210,blood,true,920.0
213,ECN-CAT-INM-020,Determinación de CA 15-3,True,study,elisa,6,135,serum,false,390.0
214,ECN-CAT-MIC-020,Determinación de Helicobacter pylori,True,study,inmunocromatografia,13,105,stool,true,490.0
215,ECN-CAT-COA-020,Determinación de Factor de von Willebrand,True,study,coagulometria,20,135,plasma,false,680.0
216,ECN-CAT-END-020,Determinación de Paratohormona,True,study,quimioluminiscencia,27,255,plasma,true,920.0
217,ECN-CAT-URO-020,Determinación de Leucocitos en orina,True,study,microscopia,4,90,urine,false,300.0
218,ECN-CAT-MOL-020,Determinación de Panel gastrointestinal molecular,True,study,rt-pcr,11,345,other,true,770.0
219,ECN-CAT-QC-021,Determinación de Hierro sérico,True,study,colorimetria,18,105,serum,false,540.0
220,ECN-CAT-HEM-021,Determinación de Morfología eritrocitaria,True,study,microscopia,25,165,blood,true,710.0
221,ECN-CAT-INM-021,Determinación de Antígeno prostático total,True,study,quimioluminiscencia,2,150,serum,false,320.0
222,ECN-CAT-MIC-021,Determinación de Clostridioides difficile,True,study,inmunocromatografia,9,75,stool,false,440.0
223,ECN-CAT-COA-021,Determinación de Mezcla de TTPa,True,study,coagulometria,16,120,plasma,false,580.0
224,ECN-CAT-END-021,Determinación de Calcitonina,True,study,elisa,23,210,serum,false,800.0
225,ECN-CAT-URO-021,Determinación de Cristales en orina,True,study,colorimetria,30,150,urine,true,850.0
226,ECN-CAT-MOL-021,Determinación de Trombofilia hereditaria,True,study,pcr,7,390,blood,true,690.0
227,ECN-CAT-QC-022,Determinación de Amilasa,True,study,enzimatico,14,90,plasma,false,440.0
228,ECN-CAT-HEM-022,Determinación de Morfología leucocitaria,True,study,impedancia,21,120,blood,false,630.0
229,ECN-CAT-INM-022,Determinación de Antígeno prostático libre,True,study,inmunoensayo,28,195,serum,true,820.0
230,ECN-CAT-MIC-022,Determinación de Estreptococo del grupo A,True,study,inmunocromatografia,5,60,swab,false,340.0
231,ECN-CAT-COA-022,Determinación de Mezcla de TP,True,study,coagulometria,12,105,plasma,false,490.0
232,ECN-CAT-END-022,Determinación de Péptido C,True,study,inmunoensayo,19,150,plasma,false,670.0
233,ECN-CAT-URO-022,Determinación de Cilindros urinarios,True,study,tira reactiva,26,135,urine,true,790.0
234,ECN-CAT-MOL-022,Determinación de Mutación JAK2,True,study,pcr,3,390,blood,true,590.0
235,ECN-CAT-QC-023,Determinación de Lipasa,True,study,espectrofotometria,10,90,serum,false,370.0
236,ECN-CAT-HEM-023,Determinación de Morfología plaquetaria,True,study,citometria,17,150,blood,false,630.0
237,ECN-CAT-INM-023,Determinación de Serología para dengue,True,study,elisa,24,210,serum,false,800.0
238,ECN-CAT-MIC-023,Determinación de Salmonella,True,study,cultivo,1,735,stool,false,310.0
239,ECN-CAT-COA-023,Determinación de Factor V,True,study,coagulometria,8,90,plasma,false,390.0
240,ECN-CAT-END-023,Determinación de 17-hidroxiprogesterona,True,study,quimioluminiscencia,15,195,serum,false,630.0
241,ECN-CAT-URO-023,Determinación de Urobilinógeno en orina,True,study,microscopia,22,165,urine,false,710.0
242,ECN-CAT-MOL-023,Determinación de BCR-ABL cuantitativo,True,study,pcr,29,495,blood,true,1150.0
243,ECN-CAT-QC-024,Determinación de Lactato deshidrogenasa,True,study,colorimetria,6,60,plasma,false,250.0
244,ECN-CAT-HEM-024,Determinación de Hemoparásitos,True,study,microscopia,13,120,blood,false,460.0
245,ECN-CAT-INM-024,Determinación de Serología para rubéola,True,study,quimioluminiscencia,20,225,serum,false,740.0
246,ECN-CAT-MIC-024,Determinación de Shigella,True,study,cultivo,27,840,stool,true,870.0
247,ECN-CAT-COA-024,Determinación de Factor VII,True,study,coagulometria,4,60,plasma,false,290.0
248,ECN-CAT-END-024,Determinación de Hormona antimülleriana,True,study,elisa,11,150,plasma,false,550.0
249,ECN-CAT-URO-024,Determinación de Bilirrubina en orina,True,study,colorimetria,18,105,urine,false,600.0
250,ECN-CAT-MOL-024,Determinación de HLA-B27,True,study,pcr,25,480,blood,true,1060.0
251,ECN-CAT-QC-025,Determinación de Hemoglobina glucosilada,True,study,enzimatico,2,45,blood,false,140.0
252,ECN-CAT-HEM-025,Determinación de Prueba de falciformación,True,study,impedancia,9,75,blood,false,390.0
253,ECN-CAT-INM-025,Determinación de Serología para toxoplasma,True,study,inmunoensayo,16,150,serum,false,580.0
254,ECN-CAT-MIC-025,Determinación de Candida albicans,True,study,cultivo,23,825,swab,false,770.0
255,ECN-CAT-COA-025,Determinación de Factor X,True,study,coagulometria,30,195,plasma,true,900.0
256,ECN-CAT-END-025,Determinación de Somatomedina C,True,study,inmunoensayo,7,105,serum,false,420.0
257,ECN-CAT-URO-025,Determinación de Relación albúmina creatinina,True,study,tira reactiva,14,75,urine,false,490.0
258,ECN-CAT-MOL-025,Determinación de Carga viral cuantitativa,True,study,pcr,21,465,plasma,true,960.0
259,ECN-CAT-QC-026,Cuantificación de Glucosa,True,study,espectrofotometria,28,150,plasma,true,790.0
260,ECN-CAT-HEM-026,Cuantificación de Biometría hemática,True,study,citometria,5,105,blood,false,390.0
261,ECN-CAT-INM-026,Cuantificación de Proteína C reactiva,True,study,elisa,12,150,serum,false,510.0
262,ECN-CAT-MIC-026,Cuantificación de Urocultivo,True,study,cultivo,19,810,urine,false,670.0
263,ECN-CAT-COA-026,Cuantificación de Tiempo de protrombina,True,study,coagulometria,26,180,plasma,true,800.0
264,ECN-CAT-END-026,Cuantificación de Hormona estimulante de tiroides,True,study,quimioluminiscencia,3,150,plasma,false,390.0
265,ECN-CAT-URO-026,Cuantificación de Examen general de orina,True,study,microscopia,10,105,urine,false,420.0
266,ECN-CAT-MOL-026,Cuantificación de Detección molecular de SARS-CoV-2,True,study,rt-pcr,17,390,swab,true,940.0
267,ECN-CAT-QC-027,Cuantificación de Urea,True,study,colorimetria,24,135,serum,false,670.0
268,ECN-CAT-HEM-027,Cuantificación de Hemoglobina,True,study,microscopia,1,75,blood,false,170.0
269,ECN-CAT-INM-027,Cuantificación de Factor reumatoide,True,study,quimioluminiscencia,8,165,serum,false,440.0
270,ECN-CAT-MIC-027,Cuantificación de Coprocultivo,True,study,cultivo,15,795,stool,false,620.0
271,ECN-CAT-COA-027,Cuantificación de Tiempo de tromboplastina parcial,True,study,coagulometria,22,150,plasma,false,710.0
272,ECN-CAT-END-027,Cuantificación de Tiroxina libre,True,study,elisa,29,225,serum,true,920.0
273,ECN-CAT-URO-027,Cuantificación de Microalbúmina en orina,True,study,colorimetria,6,45,urine,false,360.0
274,ECN-CAT-MOL-027,Cuantificación de Virus de influenza A,True,study,rt-pcr,13,375,swab,true,840.0
275,ECN-CAT-QC-028,Cuantificación de Creatinina,True,study,enzimatico,20,105,plasma,false,560.0
